current_iteration,total_iteration,learning_rate,train_loss,train_accuracy
62,38200,0.0009993643034249544,1.55136239528656,0.5
63,38200,0.0009993433486670256,1.5822505950927734,0.421875
64,38200,0.0009993219282478094,1.6255433559417725,0.4375
65,38200,0.0009993002749979496,1.5347503423690796,0.5625
66,38200,0.0009992782725021243,1.6347705125808716,0.46875
67,38200,0.0009992559207603335,1.5033169984817505,0.4921875
68,38200,0.0009992331033572555,1.5530589818954468,0.4765625
69,38200,0.0009992100531235337,1.5769420862197876,0.46875
70,38200,0.0009991866536438465,1.530443787574768,0.515625
71,38200,0.0009991629049181938,1.4618265628814697,0.5390625
72,38200,0.0009991389233618975,1.69217848777771,0.4140625
73,38200,0.0009991144761443138,1.659355640411377,0.4296875
74,38200,0.0009990896796807647,1.5528759956359863,0.4375
75,38200,0.0009990646503865719,1.6480258703231812,0.40625
76,38200,0.0009990391554310918,1.4909865856170654,0.484375
77,38200,0.0009990133112296462,1.4857139587402344,0.5
78,38200,0.000998987234197557,1.4382047653198242,0.515625
79,38200,0.0009989608079195023,1.6232212781906128,0.4765625
80,38200,0.0009989339159801602,1.6737451553344727,0.4453125
81,38200,0.0009989067912101746,1.612411379814148,0.3984375
82,38200,0.0009988793171942234,1.4910593032836914,0.5546875
83,38200,0.0009988514939323068,1.552333116531372,0.5234375
84,38200,0.0009988233214244246,1.4307717084884644,0.6015625
85,38200,0.000998794799670577,1.6123055219650269,0.484375
86,38200,0.000998765928670764,1.4518790245056152,0.453125
87,38200,0.0009987367084249854,1.5677863359451294,0.4765625
88,38200,0.0009987072553485632,1.4827133417129517,0.484375
89,38200,0.0009986773366108537,1.6170406341552734,0.484375
90,38200,0.0009986471850425005,1.5710548162460327,0.46875
91,38200,0.00099861656781286,1.5177308320999146,0.5234375
92,38200,0.0009985857177525759,1.507272720336914,0.5625
93,38200,0.0009985544020310044,1.3153765201568604,0.59375
94,38200,0.0009985228534787893,1.489343285560608,0.484375
95,38200,0.0009984909556806087,1.598766803741455,0.4140625
96,38200,0.0009984587086364627,1.5730836391448975,0.5390625
97,38200,0.0009984261123463511,1.456264615058899,0.5390625
98,38200,0.0009983931668102741,1.6224216222763062,0.421875
99,38200,0.0009983598720282316,1.5639601945877075,0.4375
100,38200,0.0009983262280002236,1.6066943407058716,0.40625
101,38200,0.0009982922347262502,1.7243165969848633,0.375
102,38200,0.0009982578922063112,1.6048818826675415,0.4375
103,38200,0.0009982233168557286,1.497100591659546,0.5078125
104,38200,0.0009981882758438587,1.633004069328308,0.4453125
105,38200,0.0009981530020013452,1.5215468406677246,0.5078125
106,38200,0.0009981172624975443,1.7023504972457886,0.40625
107,38200,0.0009980812901630998,1.549468755722046,0.40625
108,38200,0.0009980449685826898,1.5084562301635742,0.53125
109,38200,0.0009980082977563143,1.4755842685699463,0.484375
110,38200,0.0009979712776839733,1.5863580703735352,0.4921875
111,38200,0.0009979339083656669,1.3113086223602295,0.546875
112,38200,0.000997896189801395,1.5693142414093018,0.4609375
113,38200,0.0009978581219911575,1.5192900896072388,0.4140625
114,38200,0.0009978197049349546,1.541783094406128,0.5078125
115,38200,0.0009977809386327863,1.380469799041748,0.6015625
116,38200,0.0009977419394999743,1.625641107559204,0.484375
117,38200,0.000997702474705875,1.5506584644317627,0.484375
118,38200,0.000997662777081132,1.4391803741455078,0.484375
119,38200,0.0009976226137951016,1.456016182899475,0.546875
120,38200,0.0009975822176784277,1.5365409851074219,0.4921875
121,38200,0.0009975414723157883,1.3974823951721191,0.5625
122,38200,0.0009975003777071834,1.4999866485595703,0.5078125
123,38200,0.000997458933852613,1.4448528289794922,0.5703125
124,38200,0.000997417140752077,1.5411533117294312,0.5234375
125,38200,0.0009973749984055758,1.6747328042984009,0.40625
126,38200,0.000997332506813109,1.5719141960144043,0.4921875
127,38200,0.0009972896659746766,1.3520032167434692,0.578125
128,38200,0.0009972464758902788,1.426005244255066,0.5390625
129,38200,0.0009972030529752374,1.373337745666504,0.546875
130,38200,0.0009971591643989086,1.318582534790039,0.5625
131,38200,0.0009971150429919362,1.4676908254623413,0.515625
132,38200,0.0009970705723389983,1.3959966897964478,0.5546875
133,38200,0.0009970256360247731,1.4211452007293701,0.59375
134,38200,0.0009969804668799043,1.6628427505493164,0.4375
135,38200,0.00099693494848907,1.4111589193344116,0.5546875
136,38200,0.0009968890808522701,1.4687646627426147,0.4609375
137,38200,0.0009968428639695048,1.5616754293441772,0.4609375
138,38200,0.000996796297840774,1.410522699356079,0.5
139,38200,0.0009967493824660778,1.4598108530044556,0.4375
140,38200,0.000996702234260738,1.4180142879486084,0.5234375
141,38200,0.0009966546203941107,1.4872127771377563,0.4921875
142,38200,0.0009966067736968398,1.4824538230895996,0.5078125
143,38200,0.0009965584613382816,1.4903837442398071,0.5
144,38200,0.0009965099161490798,1.6480610370635986,0.4453125
145,38200,0.0009964610217139125,1.4163737297058105,0.546875
146,38200,0.0009964116616174579,1.4297277927398682,0.4921875
147,38200,0.0009963620686903596,1.5502548217773438,0.4765625
148,38200,0.0009963121265172958,1.4404336214065552,0.5625
149,38200,0.0009962618350982666,1.4091905355453491,0.5
150,38200,0.0009962111944332719,1.345317006111145,0.484375
151,38200,0.0009961603209376335,1.5886361598968506,0.484375
152,38200,0.0009961089817807078,1.4401113986968994,0.5390625
153,38200,0.0009960572933778167,1.4369977712631226,0.4765625
154,38200,0.0009960053721442819,1.326974868774414,0.5703125
155,38200,0.0009959531016647816,1.493991494178772,0.4921875
156,38200,0.000995900365523994,1.601176381111145,0.484375
157,38200,0.0009958473965525627,1.604063868522644,0.5
158,38200,0.000995794078335166,1.4687398672103882,0.5390625
159,38200,0.0009957404108718038,1.4097238779067993,0.5234375
160,38200,0.000995686394162476,1.4870280027389526,0.4921875
161,38200,0.0009956320282071829,1.3638231754302979,0.59375
162,38200,0.0009955773130059242,1.5262285470962524,0.4921875
163,38200,0.000995522364974022,1.2580913305282593,0.5859375
164,38200,0.0009954669512808323,1.4036296606063843,0.5
165,38200,0.0009954111883416772,1.4284037351608276,0.578125
166,38200,0.0009953551925718784,1.4900096654891968,0.53125
167,38200,0.0009952988475561142,1.4035485982894897,0.53125
168,38200,0.0009952421532943845,1.4585739374160767,0.5625
169,38200,0.0009951849933713675,1.3503754138946533,0.5
170,38200,0.0009951276006177068,1.316529393196106,0.5546875
171,38200,0.0009950698586180806,1.4682234525680542,0.5390625
172,38200,0.0009950118837878108,1.3065322637557983,0.609375
173,38200,0.0009949534432962537,1.3584667444229126,0.53125
174,38200,0.000994894653558731,1.5240373611450195,0.5
175,38200,0.0009948356309905648,1.4139125347137451,0.5234375
176,38200,0.0009947761427611113,1.3742756843566895,0.5
177,38200,0.000994716421701014,1.3800349235534668,0.546875
178,38200,0.0009946562349796295,1.425416111946106,0.5703125
179,38200,0.0009945958154276013,1.684523105621338,0.390625
180,38200,0.0009945350466296077,1.2388595342636108,0.609375
181,38200,0.0009944739285856485,1.5151556730270386,0.546875
182,38200,0.000994412461295724,1.3095992803573608,0.5703125
183,38200,0.0009943506447598338,1.4414085149765015,0.4765625
184,38200,0.0009942885953933,1.5778802633285522,0.5078125
185,38200,0.000994226080365479,1.364008903503418,0.5234375
186,38200,0.0009941633325070143,1.5317798852920532,0.515625
187,38200,0.0009941001189872622,1.59180748462677,0.5
188,38200,0.0009940366726368666,1.4013681411743164,0.5625
189,38200,0.0009939728770405054,1.27010977268219,0.609375
190,38200,0.000993908615782857,1.4862449169158936,0.5078125
191,38200,0.0009938441216945648,1.4002630710601807,0.5
192,38200,0.000993779394775629,1.2773723602294922,0.6015625
193,38200,0.000993714202195406,1.3543246984481812,0.5234375
194,38200,0.0009936486603692174,1.4096533060073853,0.515625
195,38200,0.0009935827692970634,1.4296733140945435,0.578125
196,38200,0.0009935166453942657,1.390760898590088,0.5
197,38200,0.0009934500558301806,1.3887439966201782,0.4921875
198,38200,0.000993383233435452,1.386948585510254,0.5
199,38200,0.0009933160617947578,1.4575456380844116,0.4453125
200,38200,0.0009932485409080982,1.3216432332992554,0.5859375
201,38200,0.0009931806707754731,1.512324333190918,0.46875
202,38200,0.0009931124513968825,1.2486435174942017,0.6171875
203,38200,0.0009930438827723265,1.3533875942230225,0.5390625
204,38200,0.000992974964901805,1.338991641998291,0.546875
205,38200,0.0009929058142006397,1.359851598739624,0.5859375
206,38200,0.0009928361978381872,1.292912244796753,0.5625
207,38200,0.000992766348645091,1.4615790843963623,0.46875
208,38200,0.0009926961502060294,1.37118399143219,0.5703125
209,38200,0.0009926256025210023,1.3865677118301392,0.5078125
210,38200,0.0009925547055900097,1.5547255277633667,0.5078125
211,38200,0.0009924834594130516,1.3249303102493286,0.53125
212,38200,0.000992411863990128,1.4944536685943604,0.515625
213,38200,0.000992339919321239,1.4944043159484863,0.4921875
214,38200,0.0009922677418217063,1.3321374654769897,0.5703125
215,38200,0.0009921950986608863,1.384118676185608,0.5546875
216,38200,0.0009921222226694226,1.4313884973526,0.5390625
217,38200,0.0009920488810166717,1.5393707752227783,0.515625
218,38200,0.000991975306533277,1.3838924169540405,0.53125
219,38200,0.000991901382803917,1.3290820121765137,0.53125
220,38200,0.0009918271098285913,1.3701204061508179,0.5546875
221,38200,0.0009917524876073003,1.3335450887680054,0.5390625
222,38200,0.0009916776325553656,1.2454111576080322,0.6328125
223,38200,0.0009916023118421435,1.2407585382461548,0.59375
224,38200,0.0009915267582982779,1.484846830368042,0.5
225,38200,0.0009914507390931249,1.2538771629333496,0.609375
226,38200,0.0009913744870573282,1.3822076320648193,0.53125
227,38200,0.000991297885775566,1.491447925567627,0.4609375
228,38200,0.0009912209352478385,1.3904231786727905,0.578125
229,38200,0.0009911436354741454,1.2967902421951294,0.59375
230,38200,0.0009910659864544868,1.193621277809143,0.6484375
231,38200,0.0009909879881888628,1.3536375761032104,0.625
232,38200,0.000990909757092595,1.4894118309020996,0.546875
233,38200,0.00099083106033504,1.4455503225326538,0.515625
234,38200,0.0009907521307468414,1.4439690113067627,0.484375
235,38200,0.0009906728519126773,1.379817008972168,0.5234375
236,38200,0.0009905932238325477,1.365097165107727,0.5859375
237,38200,0.0009905132465064526,1.3812958002090454,0.5703125
238,38200,0.000990432919934392,1.3045847415924072,0.5234375
239,38200,0.000990352244116366,1.4243823289871216,0.5
240,38200,0.0009902713354676962,1.3899261951446533,0.5390625
241,38200,0.0009901899611577392,1.531387209892273,0.4609375
242,38200,0.0009901083540171385,1.3776694536209106,0.515625
243,38200,0.0009900263976305723,1.3673114776611328,0.5703125
244,38200,0.0009899439755827188,1.313475489616394,0.59375
245,38200,0.0009898613207042217,1.367586374282837,0.53125
246,38200,0.000989778432995081,1.1791112422943115,0.6484375
247,38200,0.0009896950796246529,1.3907347917556763,0.5234375
248,38200,0.0009896113770082593,1.3255188465118408,0.6328125
249,38200,0.000989527441561222,1.3060498237609863,0.6015625
250,38200,0.0009894430404528975,1.6407932043075562,0.4921875
251,38200,0.0009893584065139294,1.3319106101989746,0.5625
252,38200,0.0009892734233289957,1.4511263370513916,0.5234375
253,38200,0.0009891880908980966,1.2875521183013916,0.6015625
254,38200,0.000989102409221232,1.3681118488311768,0.546875
255,38200,0.0009890163782984018,1.460742712020874,0.53125
256,38200,0.000988930114544928,1.3332241773605347,0.5234375
257,38200,0.000988843385130167,1.3896732330322266,0.546875
258,38200,0.0009887564228847623,1.3110672235488892,0.578125
259,38200,0.000988669111393392,1.4090808629989624,0.53125
260,38200,0.0009885814506560564,1.4490382671356201,0.5234375
261,38200,0.0009884934406727552,1.4190152883529663,0.5390625
262,38200,0.0009884050814434886,1.3250434398651123,0.5234375
263,38200,0.0009883163729682565,1.3883551359176636,0.546875
264,38200,0.0009882274316623807,1.42418372631073,0.53125
265,38200,0.0009881380246952176,1.2672992944717407,0.5625
266,38200,0.0009880483848974109,1.4082680940628052,0.578125
267,38200,0.0009879583958536386,1.3308517932891846,0.5234375
268,38200,0.000987868057563901,1.4172755479812622,0.5390625
269,38200,0.0009877773700281978,1.2536574602127075,0.578125
270,38200,0.000987686333246529,1.4088594913482666,0.5390625
271,38200,0.0009875950636342168,1.4152029752731323,0.5546875
272,38200,0.0009875033283606172,1.4800851345062256,0.5234375
273,38200,0.0009874113602563739,1.3101564645767212,0.5703125
274,38200,0.0009873190429061651,1.3126956224441528,0.5859375
275,38200,0.0009872263763099909,1.525645136833191,0.46875
276,38200,0.0009871333604678512,1.4081693887710571,0.5546875
277,38200,0.000987039995379746,1.3074407577514648,0.5859375
278,38200,0.0009869462810456753,1.2706879377365112,0.5390625
279,38200,0.000986852333880961,1.2173388004302979,0.5859375
280,38200,0.0009867579210549593,1.368064522743225,0.5546875
281,38200,0.000986663275398314,1.4306142330169678,0.5234375
282,38200,0.0009865682804957032,1.404287576675415,0.515625
283,38200,0.000986472936347127,1.3287808895111084,0.546875
284,38200,0.0009863772429525852,1.3506639003753662,0.5625
285,38200,0.0009862813167273998,1.3412725925445557,0.5859375
286,38200,0.0009861849248409271,1.2569994926452637,0.6171875
287,38200,0.0009860883001238108,1.2542248964309692,0.640625
288,38200,0.000985991326160729,1.2774523496627808,0.578125
289,38200,0.0009858940029516816,1.4598811864852905,0.5703125
290,38200,0.0009857963304966688,1.3510394096374512,0.5234375
291,38200,0.0009856983087956905,1.315010666847229,0.6171875
292,38200,0.0009855999378487468,1.2739620208740234,0.640625
293,38200,0.0009855013340711594,1.2128071784973145,0.6171875
294,38200,0.0009854023810476065,1.3605366945266724,0.5390625
295,38200,0.000985303078778088,1.5157287120819092,0.5078125
296,38200,0.0009852033108472824,1.448239803314209,0.5546875
297,38200,0.000985103426501155,1.3283771276474,0.5703125
298,38200,0.00098500307649374,1.1935789585113525,0.671875
299,38200,0.0009849023772403598,1.3942500352859497,0.5546875
300,38200,0.0009848014451563358,1.2925251722335815,0.53125
301,38200,0.0009847001638263464,1.2560774087905884,0.6328125
302,38200,0.0009845985332503915,1.3727298974990845,0.578125
303,38200,0.000984496553428471,1.3471646308898926,0.578125
304,38200,0.0009843942243605852,1.3924107551574707,0.5625
305,38200,0.0009842915460467339,1.2999731302261353,0.5703125
306,38200,0.0009841886349022388,1.2234054803848267,0.6015625
307,38200,0.0009840853745117784,1.521850347518921,0.4765625
308,38200,0.0009839816484600306,1.3077199459075928,0.5703125
309,38200,0.000983877689577639,1.3465983867645264,0.5390625
310,38200,0.000983773497864604,1.2809041738510132,0.609375
311,38200,0.0009836688404902816,1.348585844039917,0.5703125
312,38200,0.0009835638338699937,1.2603694200515747,0.5703125
313,38200,0.0009834585944190621,1.3396939039230347,0.6015625
314,38200,0.000983353005722165,1.4146846532821655,0.53125
315,38200,0.0009832470677793026,1.2472161054611206,0.6171875
316,38200,0.0009831407805904746,1.1681123971939087,0.640625
317,38200,0.0009830341441556811,1.2725638151168823,0.59375
318,38200,0.000982927274890244,1.1887441873550415,0.609375
319,38200,0.0009828199399635196,1.2561291456222534,0.609375
320,38200,0.0009827123722061515,1.3818271160125732,0.5
321,38200,0.000982604455202818,1.4470559358596802,0.546875
322,38200,0.0009824961889535189,1.3192455768585205,0.5859375
323,38200,0.0009823875734582543,1.3041868209838867,0.515625
324,38200,0.0009822787251323462,1.313529133796692,0.5703125
325,38200,0.0009821694111451507,1.1364506483078003,0.609375
326,38200,0.0009820598643273115,1.3169565200805664,0.609375
327,38200,0.0009819499682635069,1.392790675163269,0.5390625
328,38200,0.0009818397229537368,1.2551844120025635,0.5859375
329,38200,0.000981729244813323,1.246443510055542,0.6171875
330,38200,0.000981618301011622,1.1529594659805298,0.6171875
331,38200,0.0009815071243792772,1.268444538116455,0.65625
332,38200,0.000981395598500967,1.2791881561279297,0.625
333,38200,0.0009812837233766913,1.1591888666152954,0.625
334,38200,0.0009811714990064502,1.2360897064208984,0.6015625
335,38200,0.0009810589253902435,1.367566466331482,0.5625
336,38200,0.0009809461189433932,1.2253398895263672,0.6171875
337,38200,0.0009808328468352556,1.4205474853515625,0.4921875
338,38200,0.0009807193418964744,1.1271889209747314,0.671875
339,38200,0.0009806054877117276,1.3465057611465454,0.578125
340,38200,0.0009804914006963372,1.3166519403457642,0.546875
341,38200,0.0009803768480196595,1.2326759099960327,0.625
342,38200,0.0009802620625123382,1.3122117519378662,0.5625
343,38200,0.0009801468113437295,1.1755239963531494,0.6484375
344,38200,0.0009800313273444772,1.3100780248641968,0.625
345,38200,0.0009799154940992594,1.3864719867706299,0.53125
346,38200,0.000979799428023398,1.2057361602783203,0.5703125
347,38200,0.0009796828962862492,1.2913156747817993,0.6015625
348,38200,0.0009795661317184567,1.1529664993286133,0.578125
349,38200,0.0009794490179046988,1.2224327325820923,0.59375
350,38200,0.0009793315548449755,1.3825057744979858,0.5703125
351,38200,0.0009792137425392866,1.2756553888320923,0.578125
352,38200,0.0009790955809876323,1.4270496368408203,0.5546875
353,38200,0.0009789771866053343,1.1959432363510132,0.6328125
354,38200,0.0009788584429770708,1.2767645120620728,0.5703125
355,38200,0.0009787393501028419,1.2594239711761475,0.59375
356,38200,0.0009786199079826474,1.367600917816162,0.5625
357,38200,0.0009785001166164875,1.2216345071792603,0.6328125
358,38200,0.000978380092419684,1.3318778276443481,0.5546875
359,38200,0.0009782597189769149,1.2220592498779297,0.609375
360,38200,0.0009781389962881804,1.3196965456008911,0.5859375
361,38200,0.0009780179243534803,1.2645962238311768,0.609375
362,38200,0.0009778965031728148,1.3586721420288086,0.546875
363,38200,0.0009777748491615057,1.327176809310913,0.5625
364,38200,0.0009776527294889092,1.3527817726135254,0.546875
365,38200,0.0009775303769856691,1.0834507942199707,0.6796875
366,38200,0.0009774076752364635,1.1817147731781006,0.6328125
367,38200,0.0009772847406566143,1.2363317012786865,0.609375
368,38200,0.0009771613404154778,1.3600101470947266,0.5546875
369,38200,0.0009770377073436975,1.1874563694000244,0.625
370,38200,0.0009769137250259519,0.9913620948791504,0.7421875
371,38200,0.0009767893934622407,1.2798402309417725,0.6015625
372,38200,0.000976664712652564,1.2386904954910278,0.6171875
373,38200,0.0009765397408045828,1.2663289308547974,0.6640625
374,38200,0.000976414477918297,1.3563117980957031,0.546875
375,38200,0.0009762888075783849,1.2499357461929321,0.625
376,38200,0.000976162904407829,1.2024829387664795,0.5546875
377,38200,0.0009760365937836468,1.1567943096160889,0.6796875
378,38200,0.00097590999212116,1.1842666864395142,0.609375
379,38200,0.0009757830994203687,1.2049332857131958,0.609375
380,38200,0.0009756558574736118,1.3511992692947388,0.578125
381,38200,0.0009755282662808895,1.270344853401184,0.6015625
382,38200,0.0009754003840498626,1.3660446405410767,0.612500011920929
383,38200,0.0009752721525728703,1.1832060813903809,0.5859375
384,38200,0.0009751435718499124,1.1314910650253296,0.6484375
385,38200,0.00097501470008865,1.085139274597168,0.6171875
386,38200,0.000974885537289083,1.232789158821106,0.5546875
387,38200,0.0009747559670358896,1.2868915796279907,0.5390625
388,38200,0.0009746261639520526,1.225752353668213,0.6328125
389,38200,0.0009744959534145892,1.2649519443511963,0.5703125
390,38200,0.0009743654518388212,1.1404228210449219,0.6875
391,38200,0.0009742346592247486,1.314881682395935,0.5703125
392,38200,0.0009741035173647106,1.1904927492141724,0.6171875
393,38200,0.000973972026258707,1.1689062118530273,0.6015625
394,38200,0.000973840244114399,1.3646044731140137,0.578125
395,38200,0.0009737081127241254,1.399294137954712,0.5390625
396,38200,0.0009735756902955472,1.3683161735534668,0.6015625
397,38200,0.0009734429186210036,1.1049667596817017,0.5859375
398,38200,0.0009733097977004945,1.282601237297058,0.6015625
399,38200,0.0009731763857416809,1.3681665658950806,0.4921875
400,38200,0.0009730426827445626,0.992883563041687,0.734375
401,38200,0.0009729086305014789,1.3415974378585815,0.53125
402,38200,0.0009727742290124297,1.2254823446273804,0.6015625
403,38200,0.000972639536485076,1.3973294496536255,0.546875
404,38200,0.0009725044947117567,1.252152919769287,0.59375
405,38200,0.0009723691619001329,1.0816277265548706,0.671875
406,38200,0.0009722334798425436,1.143334984779358,0.6328125
407,38200,0.0009720975067466497,1.3340144157409668,0.6171875
408,38200,0.0009719611844047904,1.214261531829834,0.6875
409,38200,0.0009718245128169656,1.248099446296692,0.6015625
410,38200,0.0009716875501908362,0.9231142401695251,0.78125
411,38200,0.0009715502965264022,1.220682144165039,0.625
412,38200,0.0009714126354083419,1.2132762670516968,0.546875
413,38200,0.0009712747414596379,1.2631272077560425,0.5546875
414,38200,0.0009711364982649684,1.1403204202651978,0.5859375
415,38200,0.0009709979058243334,1.0596201419830322,0.6484375
416,38200,0.0009708590223453939,1.1601502895355225,0.6015625
417,38200,0.0009707197896204889,1.3726750612258911,0.546875
418,38200,0.0009705802658572793,1.2541618347167969,0.6328125
419,38200,0.0009704403928481042,1.2063395977020264,0.59375
420,38200,0.0009703002288006246,1.1300817728042603,0.65625
421,38200,0.0009701597155071795,1.1791685819625854,0.6171875
422,38200,0.0009700188529677689,1.412083387374878,0.5234375
423,38200,0.0009698776993900537,1.2252651453018188,0.609375
424,38200,0.000969736254774034,1.2292559146881104,0.5703125
425,38200,0.0009695944609120488,1.118167519569397,0.6484375
426,38200,0.000969452376011759,1.0685995817184448,0.65625
427,38200,0.0009693099418655038,1.1835829019546509,0.6484375
428,38200,0.000969167158473283,1.1251611709594727,0.609375
429,38200,0.0009690240840427577,1.2248051166534424,0.65625
430,38200,0.0009688807185739279,1.1373076438903809,0.6328125
431,38200,0.0009687370038591325,1.222913384437561,0.625
432,38200,0.0009685929398983717,0.9955803155899048,0.7109375
433,38200,0.0009684485848993063,1.238271713256836,0.6640625
434,38200,0.0009683039388619363,1.327392816543579,0.609375
435,38200,0.0009681589435786009,1.1586344242095947,0.625
436,38200,0.0009680135990493,1.3417638540267944,0.5859375
437,38200,0.0009678679634816945,1.1628702878952026,0.6015625
438,38200,0.0009677220368757844,1.3661779165267944,0.59375
439,38200,0.0009675757610239089,1.28887939453125,0.6015625
440,38200,0.0009674291359260678,1.3166965246200562,0.5234375
441,38200,0.0009672822197899222,1.1108713150024414,0.6640625
442,38200,0.0009671350126154721,1.183749794960022,0.640625
443,38200,0.0009669874561950564,1.150490641593933,0.671875
444,38200,0.0009668395505286753,1.0821142196655273,0.6875
445,38200,0.0009666914120316505,1.1323187351226807,0.5859375
446,38200,0.0009665428660809994,1.0507184267044067,0.71875
447,38200,0.0009663940290920436,1.4351727962493896,0.53125
448,38200,0.0009662449010647833,1.0028125047683716,0.640625
449,38200,0.0009660954237915576,1.2999354600906372,0.578125
450,38200,0.0009659456554800272,1.3656679391860962,0.5234375
451,38200,0.0009657955379225314,1.269528865814209,0.5859375
452,38200,0.000965645129326731,1.0734879970550537,0.71875
453,38200,0.0009654943714849651,1.1494793891906738,0.6953125
454,38200,0.0009653433226048946,1.2158626317977905,0.6015625
455,38200,0.0009651919244788587,1.107828974723816,0.6484375
456,38200,0.0009650402353145182,1.2274010181427002,0.6015625
457,38200,0.0009648882551118731,1.2222363948822021,0.6171875
458,38200,0.0009647359256632626,1.1498011350631714,0.640625
459,38200,0.0009645832469686866,1.1883972883224487,0.5859375
460,38200,0.000964430277235806,1.1224416494369507,0.6796875
461,38200,0.0009642770164646208,1.19585120677948,0.6484375
462,38200,0.0009641234064474702,1.1712522506713867,0.6484375
463,38200,0.000963969505392015,1.170161247253418,0.6015625
464,38200,0.0009638152550905943,1.0677101612091064,0.6484375
465,38200,0.000963660713750869,1.099441409111023,0.671875
466,38200,0.0009635058231651783,1.2638826370239258,0.5859375
467,38200,0.000963350641541183,1.0920056104660034,0.6796875
468,38200,0.0009631951688788831,1.259931206703186,0.6015625
469,38200,0.0009630393469706178,1.1050119400024414,0.625
470,38200,0.0009628832340240479,1.227845311164856,0.609375
471,38200,0.0009627267718315125,1.2999048233032227,0.6171875
472,38200,0.0009625700186006725,1.2592602968215942,0.640625
473,38200,0.000962412916123867,1.0776337385177612,0.65625
474,38200,0.000962255522608757,1.1428998708724976,0.6171875
475,38200,0.0009620977798476815,1.109906554222107,0.6640625
476,38200,0.0009619397460483015,1.0321877002716064,0.6875
477,38200,0.0009617814212106168,1.2418382167816162,0.625
478,38200,0.0009616227471269667,1.0991257429122925,0.671875
479,38200,0.000961463782005012,1.083292007446289,0.671875
480,38200,0.0009613044676370919,0.9487299919128418,0.71875
